law,label,work_rule,explanation_vi,price
"Điều 110 – Nghỉ hằng tuần
1.Mỗi tuần, người lao động được nghỉ ít nhất 24 giờ liên tục.

2.Trong trường hợp đặc biệt do chu kỳ lao động không thể nghỉ hằng tuần, người sử dụng lao động có trách nhiệm bảo đảm cho người lao động được nghỉ tính bình quân ít nhất 04 ngày trong 01 tháng.

3.Người sử dụng lao động có quyền quyết định sắp xếp ngày nghỉ hằng tuần vào Chủ nhật hoặc một ngày cố định khác trong tuần, nhưng phải ghi rõ trong nội quy lao động.",Contradictory,Người sử dụng lao động được quyền yêu cầu người lao động làm việc 7 ngày/tuần; việc nghỉ bù có thể được sắp xếp theo thỏa thuận và không bắt buộc phải đảm bảo ít nhất 24 giờ nghỉ liên tục trong một tuần.,"Nội quy này mâu thuẫn trực tiếp với Điều 110: khoản 1 quy định mỗi tuần người lao động phải được nghỉ ít nhất 24 giờ liên tục, nhưng điều khoản nội quy cho phép yêu cầu làm việc 7 ngày/tuần và loại trừ yêu cầu nghỉ 24 giờ liên tục, do đó không thể cùng đúng với luật.",0.00093375
"Điều 110 – Nghỉ hằng tuần
1.Mỗi tuần, người lao động được nghỉ ít nhất 24 giờ liên tục.

2.Trong trường hợp đặc biệt do chu kỳ lao động không thể nghỉ hằng tuần, người sử dụng lao động có trách nhiệm bảo đảm cho người lao động được nghỉ tính bình quân ít nhất 04 ngày trong 01 tháng.

3.Người sử dụng lao động có quyền quyết định sắp xếp ngày nghỉ hằng tuần vào Chủ nhật hoặc một ngày cố định khác trong tuần, nhưng phải ghi rõ trong nội quy lao động.",Contrary,"Công ty quy định thời gian nghỉ hằng tuần của người lao động là tối thiểu 12 giờ liên tục; trường hợp đặc biệt do yêu cầu sản xuất, thời gian nghỉ hằng tuần có thể được rút ngắn nhưng phải được phân bổ bù trong cùng tháng.","Nội quy này mâu thuẫn với Điều 110 vì luật quy định nghỉ hằng tuần tối thiểu 24 giờ liên tục, trong khi nội quy công ty giảm mức tối thiểu xuống 12 giờ (mâu thuẫn về mức độ). Đây không phủ định hoàn toàn việc nghỉ hằng tuần (vẫn yêu cầu nghỉ và bù), nên thuộc loại 'Contrary' — đối lập về điều kiện/mức độ nhưng không tuyệt đối trái ngược.",0.000979
"Điều 110 – Nghỉ hằng tuần
1.Mỗi tuần, người lao động được nghỉ ít nhất 24 giờ liên tục.

2.Trong trường hợp đặc biệt do chu kỳ lao động không thể nghỉ hằng tuần, người sử dụng lao động có trách nhiệm bảo đảm cho người lao động được nghỉ tính bình quân ít nhất 04 ngày trong 01 tháng.

3.Người sử dụng lao động có quyền quyết định sắp xếp ngày nghỉ hằng tuần vào Chủ nhật hoặc một ngày cố định khác trong tuần, nhưng phải ghi rõ trong nội quy lao động.",Subaltern,"Tất cả người lao động làm việc tại đơn vị — bao gồm cả người làm thử việc, hợp đồng thời vụ, lao động thời vụ, làm thêm giờ và thực tập sinh — đều được nghỉ ít nhất 24 giờ liên tục trong mỗi tuần; trong những trường hợp chu kỳ sản xuất, công việc không thể nghỉ hằng tuần, người sử dụng lao động phải bảo đảm cho các đối tượng nêu trên được nghỉ tính bình quân ít nhất 04 ngày trong 01 tháng. Người sử dụng lao động được quyền sắp xếp ngày nghỉ hằng tuần vào Chủ nhật hoặc một ngày cố định khác trong tuần và phải ghi rõ việc sắp xếp này trong nội quy lao động.","Nội quy mở rộng phạm vi đối tượng so với Điều 110 bằng cách liệt kê rõ rằng quy định nghỉ hằng tuần áp dụng cho mọi nhóm lao động (kể cả thử việc, thời vụ, thực tập sinh, làm thêm), vượt ra ngoài cách gọi chung 'người lao động' trong luật. Các nội dung về thời gian nghỉ tối thiểu, quy định đối với chu kỳ đặc biệt và quyền của người sử dụng lao động khi sắp xếp ngày nghỉ tương thích với luật, nên đây là quan hệ mở rộng (subaltern).",0.00131325
"Điều 110 – Nghỉ hằng tuần
1.Mỗi tuần, người lao động được nghỉ ít nhất 24 giờ liên tục.

2.Trong trường hợp đặc biệt do chu kỳ lao động không thể nghỉ hằng tuần, người sử dụng lao động có trách nhiệm bảo đảm cho người lao động được nghỉ tính bình quân ít nhất 04 ngày trong 01 tháng.

3.Người sử dụng lao động có quyền quyết định sắp xếp ngày nghỉ hằng tuần vào Chủ nhật hoặc một ngày cố định khác trong tuần, nhưng phải ghi rõ trong nội quy lao động.",Neutral – Irrelevant,"Nhân viên phải đỗ xe tại khu vực bãi đỗ xe công ty và tuân thủ quy định về vị trí, tốc độ và thời gian đỗ được ban hành riêng; xe để trong khuôn viên phải gắn thẻ ra vào do công ty cấp.","Nội quy này quy định về việc đỗ xe và quản lý phương tiện trong khuôn viên công ty, hoàn toàn không liên quan tới quy định nghỉ hằng tuần, thời gian nghỉ hoặc việc sắp xếp ngày nghỉ nêu tại Điều 110. Do đó mối quan hệ là ‘Không liên quan’ (Neutral – Irrelevant).",0.00055
"Điều 110 – Nghỉ hằng tuần
1.Mỗi tuần, người lao động được nghỉ ít nhất 24 giờ liên tục.

2.Trong trường hợp đặc biệt do chu kỳ lao động không thể nghỉ hằng tuần, người sử dụng lao động có trách nhiệm bảo đảm cho người lao động được nghỉ tính bình quân ít nhất 04 ngày trong 01 tháng.

3.Người sử dụng lao động có quyền quyết định sắp xếp ngày nghỉ hằng tuần vào Chủ nhật hoặc một ngày cố định khác trong tuần, nhưng phải ghi rõ trong nội quy lao động.",Neutral – Insufficient,Người lao động được nghỉ hàng tuần theo lịch do người sử dụng lao động bố trí nhằm đảm bảo sức khỏe và hiệu suất lao động.,"Câu nội quy có liên quan đến việc nghỉ hàng tuần nhưng thiếu các thông tin quan trọng để đối chiếu với Điều 110: không nêu rõ thời lượng nghỉ tối thiểu (ít nhất 24 giờ liên tục), không quy định cách xử lý trong các chu kỳ đặc biệt (nghỉ bình quân 4 ngày/tháng), và không ghi rõ việc cố định ngày nghỉ phải được thể hiện trong nội quy. Do đó nội quy mơ hồ/thiếu thông tin, không đủ để khẳng định là tuân thủ hoặc trái với luật.",0.00083175
"Điều 112 – Nghỉ lễ, tết
1.Người lao động được nghỉ làm việc, hưởng nguyên lương trong những ngày lễ, tết sau đây:

a) Tết Dương lịch: 01 ngày (ngày 01 tháng 01 dương lịch);

b) Tết Âm lịch: 05 ngày;

c) Ngày Chiến thắng: 01 ngày (ngày 30 tháng 4 dương lịch);

d) Ngày Quốc tế lao động: 01 ngày (ngày 01 tháng 5 dương lịch);

đ) Ngày Quốc khánh: 02 ngày (ngày 02 tháng 9 dương lịch và 01 ngày liền kề trước hoặc sau);

e) Ngày Giỗ Tổ Hùng Vương: 01 ngày (ngày 10 tháng 3 âm lịch).

2.Căn cứ vào điều kiện thực tế, Thủ tướng Chính phủ quyết định cụ thể ngày nghỉ Tết Âm lịch và ngày nghỉ Quốc khánh.

3.Nếu ngày nghỉ lễ, tết trùng vào ngày nghỉ hằng tuần, thì người lao động được nghỉ bù vào ngày làm việc kế tiếp.",Strong Entailment,"Người lao động được nghỉ làm việc và hưởng nguyên lương vào các ngày lễ, tết sau: (a) Tết Dương lịch: 01 ngày (01/01 dương lịch); (b) Tết Âm lịch: 05 ngày; (c) Ngày Chiến thắng: 01 ngày (30/4 dương lịch); (d) Ngày Quốc tế Lao động: 01 ngày (01/5 dương lịch); (đ) Ngày Quốc khánh: 02 ngày (02/9 dương lịch và 01 ngày liền kề trước hoặc sau); (e) Ngày Giỗ Tổ Hùng Vương: 01 ngày (10/3 âm lịch). Thủ tướng Chính phủ quyết định cụ thể ngày nghỉ Tết Âm lịch và ngày nghỉ Quốc khánh căn cứ vào điều kiện thực tế. Trường hợp ngày nghỉ lễ, tết trùng với ngày nghỉ hằng tuần thì người lao động được nghỉ bù vào ngày làm việc kế tiếp.","Nội quy này diễn đạt lại một cách đầy đủ và tương đương các quy định tại Điều 112: liệt kê các ngày nghỉ hưởng nguyên lương, xác định thẩm quyền Thủ tướng quyết định cụ thể một số ngày nghỉ, và quy định nghỉ bù khi trùng ngày nghỉ hằng tuần. Vì nội dung giữ nguyên về quyền lợi và điều kiện, mối quan hệ là tương đương mạnh.",0.0010515000000000001
"Điều 112 – Nghỉ lễ, tết
1.Người lao động được nghỉ làm việc, hưởng nguyên lương trong những ngày lễ, tết sau đây:

a) Tết Dương lịch: 01 ngày (ngày 01 tháng 01 dương lịch);

b) Tết Âm lịch: 05 ngày;

c) Ngày Chiến thắng: 01 ngày (ngày 30 tháng 4 dương lịch);

d) Ngày Quốc tế lao động: 01 ngày (ngày 01 tháng 5 dương lịch);

đ) Ngày Quốc khánh: 02 ngày (ngày 02 tháng 9 dương lịch và 01 ngày liền kề trước hoặc sau);

e) Ngày Giỗ Tổ Hùng Vương: 01 ngày (ngày 10 tháng 3 âm lịch).

2.Căn cứ vào điều kiện thực tế, Thủ tướng Chính phủ quyết định cụ thể ngày nghỉ Tết Âm lịch và ngày nghỉ Quốc khánh.

3.Nếu ngày nghỉ lễ, tết trùng vào ngày nghỉ hằng tuần, thì người lao động được nghỉ bù vào ngày làm việc kế tiếp.",Weak Entailment,"Người lao động được nghỉ hưởng nguyên lương vào các ngày lễ, tết theo quy định của pháp luật và theo lịch nghỉ do Chính phủ/Thủ tướng quyết định; trường hợp ngày nghỉ lễ, tết trùng với ngày nghỉ hằng tuần thì người lao động được nghỉ bù vào ngày làm việc kế tiếp.","Nội quy này diễn đạt khái quát hơn so với Điều 112 (khẳng định quyền nghỉ hưởng nguyên lương vào các ngày lễ, tết theo quy định pháp luật và lịch do Chính phủ/Thủ tướng quyết định, đồng thời nêu quy định nghỉ bù). Do đó nó bao hàm nội dung của luật nhưng ở mức tổng quát hơn, phù hợp với loại quan hệ 'Weak Entailment'.",0.0007675
"Điều 112 – Nghỉ lễ, tết
1.Người lao động được nghỉ làm việc, hưởng nguyên lương trong những ngày lễ, tết sau đây:

a) Tết Dương lịch: 01 ngày (ngày 01 tháng 01 dương lịch);

b) Tết Âm lịch: 05 ngày;

c) Ngày Chiến thắng: 01 ngày (ngày 30 tháng 4 dương lịch);

d) Ngày Quốc tế lao động: 01 ngày (ngày 01 tháng 5 dương lịch);

đ) Ngày Quốc khánh: 02 ngày (ngày 02 tháng 9 dương lịch và 01 ngày liền kề trước hoặc sau);

e) Ngày Giỗ Tổ Hùng Vương: 01 ngày (ngày 10 tháng 3 âm lịch).

2.Căn cứ vào điều kiện thực tế, Thủ tướng Chính phủ quyết định cụ thể ngày nghỉ Tết Âm lịch và ngày nghỉ Quốc khánh.

3.Nếu ngày nghỉ lễ, tết trùng vào ngày nghỉ hằng tuần, thì người lao động được nghỉ bù vào ngày làm việc kế tiếp.",Exemplification,Công ty quy định: người lao động được nghỉ làm việc và hưởng nguyên lương vào ngày 10 tháng 3 âm lịch (Ngày Giỗ Tổ Hùng Vương).,"Nội quy nêu một ví dụ cụ thể về ngày nghỉ hưởng lương trong danh mục các ngày lễ, tết theo Điều 112, là một trường hợp nằm trong phạm vi quy định của luật nên thuộc quan hệ 'Cụ thể hóa / ví dụ'.",0.0007610000000000001
"Điều 112 – Nghỉ lễ, tết
1.Người lao động được nghỉ làm việc, hưởng nguyên lương trong những ngày lễ, tết sau đây:

a) Tết Dương lịch: 01 ngày (ngày 01 tháng 01 dương lịch);

b) Tết Âm lịch: 05 ngày;

c) Ngày Chiến thắng: 01 ngày (ngày 30 tháng 4 dương lịch);

d) Ngày Quốc tế lao động: 01 ngày (ngày 01 tháng 5 dương lịch);

đ) Ngày Quốc khánh: 02 ngày (ngày 02 tháng 9 dương lịch và 01 ngày liền kề trước hoặc sau);

e) Ngày Giỗ Tổ Hùng Vương: 01 ngày (ngày 10 tháng 3 âm lịch).

2.Căn cứ vào điều kiện thực tế, Thủ tướng Chính phủ quyết định cụ thể ngày nghỉ Tết Âm lịch và ngày nghỉ Quốc khánh.

3.Nếu ngày nghỉ lễ, tết trùng vào ngày nghỉ hằng tuần, thì người lao động được nghỉ bù vào ngày làm việc kế tiếp.",Contradictory,"Công ty quy định người lao động vẫn phải đi làm bình thường vào các ngày lễ, tết nêu trong Điều 112 của Bộ luật Lao động mà không được hưởng nguyên lương; việc nghỉ chỉ áp dụng khi được cấp trên chấp thuận bằng văn bản.","Nội quy này phủ định trực tiếp quy định tại Điều 112 (người lao động được nghỉ làm việc, hưởng nguyên lương trong các ngày lễ, tết liệt kê). Thay vì cho nghỉ hưởng nguyên lương, nội quy buộc lao động phải đi làm và chỉ cho nghỉ khi có chấp thuận; do đó mâu thuẫn tuyệt đối với quy định pháp luật về chế độ nghỉ lễ, tết.",0.0007375000000000001
"Điều 112 – Nghỉ lễ, tết
1.Người lao động được nghỉ làm việc, hưởng nguyên lương trong những ngày lễ, tết sau đây:

a) Tết Dương lịch: 01 ngày (ngày 01 tháng 01 dương lịch);

b) Tết Âm lịch: 05 ngày;

c) Ngày Chiến thắng: 01 ngày (ngày 30 tháng 4 dương lịch);

d) Ngày Quốc tế lao động: 01 ngày (ngày 01 tháng 5 dương lịch);

đ) Ngày Quốc khánh: 02 ngày (ngày 02 tháng 9 dương lịch và 01 ngày liền kề trước hoặc sau);

e) Ngày Giỗ Tổ Hùng Vương: 01 ngày (ngày 10 tháng 3 âm lịch).

2.Căn cứ vào điều kiện thực tế, Thủ tướng Chính phủ quyết định cụ thể ngày nghỉ Tết Âm lịch và ngày nghỉ Quốc khánh.

3.Nếu ngày nghỉ lễ, tết trùng vào ngày nghỉ hằng tuần, thì người lao động được nghỉ bù vào ngày làm việc kế tiếp.",Contrary,"Người lao động được nghỉ làm việc, hưởng nguyên lương vào các ngày lễ, tết sau đây trong năm: (a) Tết Dương lịch: 01 ngày (ngày 01 tháng 01 dương lịch); (b) Tết Âm lịch: 01 ngày (ngày chính của Tết Âm lịch); (c) Ngày Chiến thắng: 01 ngày (ngày 30 tháng 4 dương lịch); (d) Ngày Quốc tế lao động: 01 ngày (ngày 01 tháng 5 dương lịch); (đ) Ngày Quốc khánh: 01 ngày (ngày 02 tháng 9 dương lịch); (e) Ngày Giỗ Tổ Hùng Vương: 01 ngày (ngày 10 tháng 3 âm lịch). Trường hợp ngày nghỉ lễ, tết trùng vào ngày nghỉ hằng tuần thì người lao động không được nghỉ bù, trừ khi có quyết định riêng của công ty.","Nội quy này mâu thuẫn với Điều 112 ở chỗ giảm số ngày nghỉ hưởng nguyên lương cho một số ngày (ví dụ: Tết Âm lịch và Ngày Quốc khánh) so với quy định của luật và loại trừ quy định nghỉ bù khi ngày lễ trùng ngày nghỉ hằng tuần. Đây là mâu thuẫn về mức độ/điều kiện (không hoàn toàn phủ định mọi nội dung của luật), nên thuộc loại Contrary.",0.00132075
"Điều 112 – Nghỉ lễ, tết
1.Người lao động được nghỉ làm việc, hưởng nguyên lương trong những ngày lễ, tết sau đây:

a) Tết Dương lịch: 01 ngày (ngày 01 tháng 01 dương lịch);

b) Tết Âm lịch: 05 ngày;

c) Ngày Chiến thắng: 01 ngày (ngày 30 tháng 4 dương lịch);

d) Ngày Quốc tế lao động: 01 ngày (ngày 01 tháng 5 dương lịch);

đ) Ngày Quốc khánh: 02 ngày (ngày 02 tháng 9 dương lịch và 01 ngày liền kề trước hoặc sau);

e) Ngày Giỗ Tổ Hùng Vương: 01 ngày (ngày 10 tháng 3 âm lịch).

2.Căn cứ vào điều kiện thực tế, Thủ tướng Chính phủ quyết định cụ thể ngày nghỉ Tết Âm lịch và ngày nghỉ Quốc khánh.

3.Nếu ngày nghỉ lễ, tết trùng vào ngày nghỉ hằng tuần, thì người lao động được nghỉ bù vào ngày làm việc kế tiếp.",Subaltern,"Tất cả người lao động làm việc theo hợp đồng lao động, hợp đồng thử việc và hợp đồng thời vụ tại Công ty được nghỉ làm việc, hưởng nguyên lương vào các ngày lễ, tết theo quy định của pháp luật (Điều 112 Bộ luật Lao động) và được nghỉ hưởng nguyên lương thêm 01 ngày lễ nội bộ do Công ty quy định (thông báo trước ít nhất 30 ngày). Nếu ngày nghỉ lễ, tết trùng với ngày nghỉ hằng tuần, người lao động được nghỉ bù vào ngày làm việc kế tiếp.","Nội quy này mở rộng phạm vi và điều kiện so với quy định luật: ngoài các ngày lễ, tết theo Điều 112 mà luật quy định cho ""người lao động"", nội quy còn nêu rõ đối tượng mở rộng bao gồm cả hợp đồng thử việc và hợp đồng thời vụ, đồng thời bổ sung thêm 01 ngày nghỉ hưởng nguyên lương do công ty quy định. Do đó nội quy bao hàm và mở rộng hơn nội dung luật (quan hệ Subaltern).",0.001137
"Điều 112 – Nghỉ lễ, tết
1.Người lao động được nghỉ làm việc, hưởng nguyên lương trong những ngày lễ, tết sau đây:

a) Tết Dương lịch: 01 ngày (ngày 01 tháng 01 dương lịch);

b) Tết Âm lịch: 05 ngày;

c) Ngày Chiến thắng: 01 ngày (ngày 30 tháng 4 dương lịch);

d) Ngày Quốc tế lao động: 01 ngày (ngày 01 tháng 5 dương lịch);

đ) Ngày Quốc khánh: 02 ngày (ngày 02 tháng 9 dương lịch và 01 ngày liền kề trước hoặc sau);

e) Ngày Giỗ Tổ Hùng Vương: 01 ngày (ngày 10 tháng 3 âm lịch).

2.Căn cứ vào điều kiện thực tế, Thủ tướng Chính phủ quyết định cụ thể ngày nghỉ Tết Âm lịch và ngày nghỉ Quốc khánh.

3.Nếu ngày nghỉ lễ, tết trùng vào ngày nghỉ hằng tuần, thì người lao động được nghỉ bù vào ngày làm việc kế tiếp.",Neutral – Irrelevant,"Nhân viên phải đeo thẻ nhân viên (có ảnh) ở vị trí dễ thấy trong suốt thời gian làm việc và giữ khu vực làm việc gọn gàng, không để đồ cá nhân vượt quá kích thước quy định.","Nội quy này quy định về việc đeo thẻ nhân viên và trật tự nơi làm việc, thuộc nội dung quản trị nội bộ và an ninh, không liên quan đến quy định về nghỉ lễ, tết trong Điều 112 (thời gian nghỉ và hưởng nguyên lương). Vì vậy quan hệ giữa hai văn bản là không liên quan (Neutral – Irrelevant).",0.00071175
"Điều 112 – Nghỉ lễ, tết
1.Người lao động được nghỉ làm việc, hưởng nguyên lương trong những ngày lễ, tết sau đây:

a) Tết Dương lịch: 01 ngày (ngày 01 tháng 01 dương lịch);

b) Tết Âm lịch: 05 ngày;

c) Ngày Chiến thắng: 01 ngày (ngày 30 tháng 4 dương lịch);

d) Ngày Quốc tế lao động: 01 ngày (ngày 01 tháng 5 dương lịch);

đ) Ngày Quốc khánh: 02 ngày (ngày 02 tháng 9 dương lịch và 01 ngày liền kề trước hoặc sau);

e) Ngày Giỗ Tổ Hùng Vương: 01 ngày (ngày 10 tháng 3 âm lịch).

2.Căn cứ vào điều kiện thực tế, Thủ tướng Chính phủ quyết định cụ thể ngày nghỉ Tết Âm lịch và ngày nghỉ Quốc khánh.

3.Nếu ngày nghỉ lễ, tết trùng vào ngày nghỉ hằng tuần, thì người lao động được nghỉ bù vào ngày làm việc kế tiếp.",Neutral – Insufficient,"Người lao động được nghỉ lễ, tết và hưởng nguyên lương theo quy định của Nhà nước; lịch nghỉ cụ thể do Công ty thông báo trước tùy theo từng năm.","Mối quan hệ: có liên quan nhưng thiếu thông tin chi tiết (Insufficient). Nội quy nêu chung chung rằng người lao động được nghỉ và hưởng lương theo quy định nhà nước và rằng công ty sẽ thông báo lịch cụ thể hằng năm. Tuy nhiên nội quy không liệt kê các ngày lễ cụ thể, không nêu cơ chế nghỉ bù khi trùng ngày nghỉ hằng tuần, và không xác định việc áp dụng quyết định của Thủ tướng về ngày nghỉ Tết Âm lịch/Quốc khánh; do đó thiếu điều kiện và chi tiết để xác định hoàn toàn mối quan hệ logic với Điều 112.",0.0007915000000000001
"Điều 91. Mức lương tối thiểu

1.Mức lương tối thiểu là mức thấp nhất được trả cho người lao động làm công việc đơn giản nhất trong điều kiện lao động bình thường, bảo đảm mức sống tối thiểu của người lao động và gia đình họ, phù hợp với điều kiện phát triển kinh tế – xã hội.

2.Mức lương tối thiểu được xác lập theo tháng, theo giờ và theo vùng.

3.Chính phủ quy định mức lương tối thiểu trên cơ sở khuyến nghị của Hội đồng Tiền lương quốc gia.

4.Khi Chính phủ điều chỉnh mức lương tối thiểu, người sử dụng lao động phải điều chỉnh lại mức lương của người lao động sao cho không thấp hơn mức lương tối thiểu do Chính phủ công bố tại thời điểm đó.

Điều 90. Tiền lương

1.Tiền lương là số tiền mà người sử dụng lao động trả cho người lao động để thực hiện công việc theo thỏa thuận, bao gồm:

Mức lương theo công việc hoặc chức danh,

Phụ cấp lương và

Các khoản bổ sung khác.

2.Mức lương theo công việc hoặc chức danh không được thấp hơn mức lương tối thiểu.

3.Tiền lương được trả căn cứ vào năng suất lao động và chất lượng công việc.",Strong Entailment,"Người sử dụng lao động phải trả tiền lương cho người lao động không thấp hơn mức lương tối thiểu do Chính phủ quy định (theo tháng, theo giờ hoặc theo vùng). Mức lương tối thiểu áp dụng cho công việc đơn giản nhất trong điều kiện lao động bình thường nhằm đảm bảo mức sống tối thiểu của người lao động và gia đình. Khi Chính phủ điều chỉnh mức lương tối thiểu, người sử dụng lao động có trách nhiệm điều chỉnh lại mức lương của người lao động sao cho không thấp hơn mức lương tối thiểu mới được công bố.","Điều khoản nội quy này diễn đạt đầy đủ và tương đương với nội dung các Điều 90 và 91: xác định bản chất và mục đích của mức lương tối thiểu, ghi nhận hình thức xác lập (theo tháng, theo giờ, theo vùng), và quy định nghĩa vụ của người sử dụng lao động phải trả lương không thấp hơn mức lương tối thiểu hiện hành và phải điều chỉnh khi Chính phủ thay đổi mức lương. Nội dung chỉ khác về cách diễn đạt nhưng giữ nguyên ý nghĩa pháp lý.",0.0009285000000000001
"Điều 91. Mức lương tối thiểu

1.Mức lương tối thiểu là mức thấp nhất được trả cho người lao động làm công việc đơn giản nhất trong điều kiện lao động bình thường, bảo đảm mức sống tối thiểu của người lao động và gia đình họ, phù hợp với điều kiện phát triển kinh tế – xã hội.

2.Mức lương tối thiểu được xác lập theo tháng, theo giờ và theo vùng.

3.Chính phủ quy định mức lương tối thiểu trên cơ sở khuyến nghị của Hội đồng Tiền lương quốc gia.

4.Khi Chính phủ điều chỉnh mức lương tối thiểu, người sử dụng lao động phải điều chỉnh lại mức lương của người lao động sao cho không thấp hơn mức lương tối thiểu do Chính phủ công bố tại thời điểm đó.

Điều 90. Tiền lương

1.Tiền lương là số tiền mà người sử dụng lao động trả cho người lao động để thực hiện công việc theo thỏa thuận, bao gồm:

Mức lương theo công việc hoặc chức danh,

Phụ cấp lương và

Các khoản bổ sung khác.

2.Mức lương theo công việc hoặc chức danh không được thấp hơn mức lương tối thiểu.

3.Tiền lương được trả căn cứ vào năng suất lao động và chất lượng công việc.",Weak Entailment,"Người sử dụng lao động phải thực hiện chính sách tiền lương phù hợp với quy định của pháp luật về mức lương tối thiểu; cụ thể phải xác định và trả lương cho người lao động theo hình thức tháng, theo giờ hoặc theo vùng khi cần thiết, và điều chỉnh mức lương khi có quy định, hướng dẫn mới của cơ quan có thẩm quyền để đảm bảo không trả thấp hơn mức lương tối thiểu hiện hành.","Nội quy trên diễn đạt khái quát hơn so với Điều 91 và Điều 90: nó yêu cầu doanh nghiệp tuân thủ quy định pháp luật về mức lương tối thiểu, đề cập đến các hình thức xác định (theo tháng, theo giờ, theo vùng) và bổ sung nghĩa vụ điều chỉnh khi có quy định mới. Đây là bao hàm yếu vì nội quy không lặp lại từng chi tiết luật nhưng vẫn nằm trong phạm vi và tinh thần của các điều luật nêu trên.",0.0008565000000000001
"Điều 91. Mức lương tối thiểu

1.Mức lương tối thiểu là mức thấp nhất được trả cho người lao động làm công việc đơn giản nhất trong điều kiện lao động bình thường, bảo đảm mức sống tối thiểu của người lao động và gia đình họ, phù hợp với điều kiện phát triển kinh tế – xã hội.

2.Mức lương tối thiểu được xác lập theo tháng, theo giờ và theo vùng.

3.Chính phủ quy định mức lương tối thiểu trên cơ sở khuyến nghị của Hội đồng Tiền lương quốc gia.

4.Khi Chính phủ điều chỉnh mức lương tối thiểu, người sử dụng lao động phải điều chỉnh lại mức lương của người lao động sao cho không thấp hơn mức lương tối thiểu do Chính phủ công bố tại thời điểm đó.

Điều 90. Tiền lương

1.Tiền lương là số tiền mà người sử dụng lao động trả cho người lao động để thực hiện công việc theo thỏa thuận, bao gồm:

Mức lương theo công việc hoặc chức danh,

Phụ cấp lương và

Các khoản bổ sung khác.

2.Mức lương theo công việc hoặc chức danh không được thấp hơn mức lương tối thiểu.

3.Tiền lương được trả căn cứ vào năng suất lao động và chất lượng công việc.",Exemplification,"Người lao động làm công việc đơn giản nhất (lao động phổ thông) được trả lương tối thiểu theo giờ; ví dụ, một ca làm việc 8 giờ liên tục phải được trả ít nhất bằng 8 lần mức lương tối thiểu theo giờ của vùng nơi làm việc do Chính phủ công bố.","Nội quy nêu ví dụ cụ thể cách áp dụng mức lương tối thiểu theo giờ cho lao động đơn giản (một ca 8 giờ), nằm trong phạm vi quy định tại Điều 91 và Điều 90 (mức lương tối thiểu theo giờ, mức lương theo công việc không thấp hơn mức tối thiểu và nghĩa vụ điều chỉnh khi Chính phủ công bố mức mới). Đây là cụ thể hóa tình huống thuộc phạm vi luật, không mở rộng hay mâu thuẫn với luật.",0.001186
"Điều 91. Mức lương tối thiểu

1.Mức lương tối thiểu là mức thấp nhất được trả cho người lao động làm công việc đơn giản nhất trong điều kiện lao động bình thường, bảo đảm mức sống tối thiểu của người lao động và gia đình họ, phù hợp với điều kiện phát triển kinh tế – xã hội.

2.Mức lương tối thiểu được xác lập theo tháng, theo giờ và theo vùng.

3.Chính phủ quy định mức lương tối thiểu trên cơ sở khuyến nghị của Hội đồng Tiền lương quốc gia.

4.Khi Chính phủ điều chỉnh mức lương tối thiểu, người sử dụng lao động phải điều chỉnh lại mức lương của người lao động sao cho không thấp hơn mức lương tối thiểu do Chính phủ công bố tại thời điểm đó.

Điều 90. Tiền lương

1.Tiền lương là số tiền mà người sử dụng lao động trả cho người lao động để thực hiện công việc theo thỏa thuận, bao gồm:

Mức lương theo công việc hoặc chức danh,

Phụ cấp lương và

Các khoản bổ sung khác.

2.Mức lương theo công việc hoặc chức danh không được thấp hơn mức lương tối thiểu.

3.Tiền lương được trả căn cứ vào năng suất lao động và chất lượng công việc.",Contradictory,"Người sử dụng lao động có quyền thỏa thuận và trả mức lương theo thỏa thuận với người lao động, kể cả mức thấp hơn mức lương tối thiểu do Chính phủ quy định; khi Chính phủ điều chỉnh mức lương tối thiểu, người sử dụng lao động không bắt buộc phải điều chỉnh lại tiền lương của người lao động nếu đã có thỏa thuận trước đó.","Nội quy này mâu thuẫn trực tiếp với Điều 91 và Điều 90 của luật: Điều 90.2 quy định mức lương theo công việc không được thấp hơn mức lương tối thiểu, và Điều 91.4 quy định khi Chính phủ điều chỉnh mức lương tối thiểu, người sử dụng lao động phải điều chỉnh lương sao cho không thấp hơn mức do Chính phủ công bố. Nội quy cho phép trả lương thấp hơn mức tối thiểu và miễn trừ trách nhiệm điều chỉnh khi có thay đổi mức tối thiểu, do đó phủ định trực tiếp các quy định pháp luật nêu trên.",0.0008845000000000001
